User,Time,File,TrackErr,Correct,Answer,ScoreErr,Annoy,Difficulty,FreezeLen,MSE_0,MSE_1,MSE_2,MSE_3,Rot_0,Rot_1,Trans_0,Trans_1,Task,Index,Type,,,,,,,,,,464,,
16,2022-3-16-13:36:24,../QOE/FreezeTest/FreezeType_Reprojection/01A.txt,0,2,3,-1,5,4,1,0.034106,0,0.034692,0.035457,0.042424,0.042424,0.003348,0.003348,1,1,Reprojection,,,,,,,,,,,,
16,2022-3-16-13:36:51,../QOE/FreezeTest/FreezeType_Reprojection/16A.txt,0,1,1,0,5,5,16,0.037958,0,0.037388,0.038439,0.019682,0.019682,0.001318,0.001318,1,2,Reprojection,,,,,,,,,,,,
16,2022-3-16-13:37:21,../QOE/FreezeTest/FreezeType_Normal/02B.txt,0,0,0,0,5,5,2,0.063624,0.070758,0.108559,0.076199,0.034829,0.034691,0.004638,0.005058,1,3,Normal,,,,,,,,,,,,
16,2022-3-16-13:37:42,../QOE/FreezeTest/FreezeType_Reprojection/08A.txt,0,2,2,0,5,5,8,0.025607,0,0.026963,0.023516,0.02286,0.02286,0.003267,0.003267,1,4,Reprojection,,,,,,,,,,,,
16,2022-3-16-13:38:14,../QOE/FreezeTest/FreezeType_Normal/64A.txt,0,0,0,0,4,4,64,0.018685,0.01878,0.056379,0.017229,0.036536,0.006953,0.000879,0.001105,1,5,Normal,,,,,,,,,,,,
16,2022-3-16-13:38:38,../QOE/FreezeTest/FreezeType_Reprojection/32A.txt,0,0,0,0,4,5,32,0.013312,0,0.012748,0.018752,0.034255,0.034255,0.003668,0.003668,1,6,Reprojection,,,,,,,,,,,,
16,2022-3-16-13:39:1,../QOE/FreezeTest/FreezeType_Normal/08A.txt,0,1,1,0,5,5,8,0.057547,0.058789,0.063803,0.04589,0.047446,0.029516,0.003281,0.002532,1,7,Normal,,,,,,,,,,,,
16,2022-3-16-13:39:23,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,1,8,Normal,,,,,,,,,,,,
16,2022-3-16-13:39:43,../QOE/FreezeTest/FreezeType_Reprojection/02A.txt,0,0,0,0,5,5,2,0.038316,0,0.039395,0.055839,0.025208,0.025208,0.001937,0.001937,1,9,Reprojection,,,,,,,,,,,,
16,2022-3-16-13:40:10,../QOE/FreezeTest/FreezeType_Reprojection/64A.txt,0,1,1,0,4,5,64,0.03637,0,0.036326,0.062762,0.04055,0.04055,0.002335,0.002335,1,10,Reprojection,,,,,,,,,,,,
16,2022-3-16-13:40:32,../QOE/FreezeTest/FreezeType_Normal/01A.txt,0,1,1,0,5,5,1,0.034552,0.036003,0.058609,0.036626,0.011796,0.012085,0.001914,0.001954,1,11,Normal,,,,,,,,,,,,
16,2022-3-16-13:40:54,../QOE/FreezeTest/FreezeType_Normal/32B.txt,0,2,2,0,4,5,32,0.043764,0.04217,0.038194,0.031066,0.028275,0.031572,0.001911,0.002006,1,12,Normal,,,,,,,,,,,,
16,2022-3-16-13:41:16,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,13,Reprojection,,,,,,,,,,,,
16,2022-3-16-13:41:37,../QOE/FreezeTest/FreezeType_Normal/04A.txt,0,1,1,0,5,5,4,0.009257,0.016564,0.077701,0.047194,0.009708,0.016043,0.002209,0.002956,1,14,Normal,,,,,,,,,,,,
16,2022-3-16-13:41:58,../QOE/FreezeTest/FreezeType_Normal/16A.txt,0,1,1,0,5,5,16,0.04937,0.050078,0.071768,0.046457,0.03843,0.02168,0.006228,0.003811,1,15,Normal,,,,,,,,,,,,
16,2022-3-16-13:42:20,../QOE/FreezeTest/FreezeType_Reprojection/04B.txt,0,1,1,0,5,5,4,0.056384,0,0.055029,0.082358,0.02528,0.02528,0.003741,0.003741,1,16,Reprojection,,,,,,,,,,,,
17,2022-3-17-10:5:57,../QOE/FreezeTest/FreezeType_Reprojection/08B.txt,0,1,1,0,5,5,8,0.019906,0,0.019435,0.057508,0.008341,0.008341,0.001281,0.001281,1,1,Reprojection,,,,,,,,,,,,
17,2022-3-17-10:6:21,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,1,2,Normal,,,,,,,,,,,,
17,2022-3-17-10:6:44,../QOE/FreezeTest/FreezeType_Reprojection/32A.txt,0,3,3,0,5,5,32,0.020425,0,0.021619,0.037287,0.005474,0.005474,0.000979,0.000979,1,3,Reprojection,,,,,,,,,,,,
17,2022-3-17-10:7:11,../QOE/FreezeTest/FreezeType_Reprojection/16B.txt,0,2,2,0,5,5,16,0.034126,0,0.032863,0.030079,0.018665,0.018665,0.003923,0.003923,1,4,Reprojection,,,,,,,,,,,,
17,2022-3-17-10:7:34,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,2,2,0,5,5,0,0,0,0,0,0,0,0,0,1,5,Reprojection,,,,,,,,,,,,
17,2022-3-17-10:7:58,../QOE/FreezeTest/FreezeType_Normal/08B.txt,0,2,2,0,4,5,8,0.049169,0.048671,0.088083,0.05246,0.030436,0.034999,0.001788,0.002685,1,6,Normal,,,,,,,,,,,,
17,2022-3-17-10:8:21,../QOE/FreezeTest/FreezeType_Normal/01A.txt,0,1,1,0,5,5,1,0.051159,0.050063,0.054224,0.050079,0.027826,0.028844,0.001163,0.001155,1,7,Normal,,,,,,,,,,,,
17,2022-3-17-10:8:45,../QOE/FreezeTest/FreezeType_Reprojection/02B.txt,0,0,0,0,5,5,2,0.02563,0,0.023818,0.024696,0.013774,0.013774,0.003795,0.003795,1,8,Reprojection,,,,,,,,,,,,
17,2022-3-17-10:9:8,../QOE/FreezeTest/FreezeType_Normal/04A.txt,0,3,3,0,4,5,4,0.019033,0.020176,0.02455,0.025816,0.012167,0.015248,0.002231,0.002138,1,9,Normal,,,,,,,,,,,,
17,2022-3-17-10:9:28,../QOE/FreezeTest/FreezeType_Normal/02B.txt,0,1,1,0,5,5,2,0.056052,0.06202,0.056641,0.080058,0.067035,0.063099,0.005251,0.005003,1,10,Normal,,,,,,,,,,,,
17,2022-3-17-10:9:51,../QOE/FreezeTest/FreezeType_Reprojection/64B.txt,0,1,1,0,3,5,64,0.027632,0,0.022036,0.060834,0.042657,0.042657,0.005023,0.005023,1,11,Reprojection,,,,,,,,,,,,
17,2022-3-17-10:10:11,../QOE/FreezeTest/FreezeType_Reprojection/04B.txt,0,1,1,0,5,5,4,0.04281,0,0.040718,0.053867,0.018033,0.018033,0.001967,0.001967,1,12,Reprojection,,,,,,,,,,,,
17,2022-3-17-10:10:34,../QOE/FreezeTest/FreezeType_Normal/64B.txt,0,0,0,0,2,5,64,0.026844,0.024753,0.023933,0.018594,0.034997,0.024607,0.001579,0.002988,1,13,Normal,,,,,,,,,,,,
17,2022-3-17-10:10:57,../QOE/FreezeTest/FreezeType_Normal/32B.txt,0,3,3,0,2,3,32,0.03743,0.037881,0.034306,0.03437,0.022719,0.017832,0.001914,0.00213,1,14,Normal,,,,,,,,,,,,
17,2022-3-17-10:11:17,../QOE/FreezeTest/FreezeType_Reprojection/01A.txt,0,1,1,0,5,5,1,0.031017,0,0.029671,0.025907,0.013447,0.013447,0.001362,0.001362,1,15,Reprojection,,,,,,,,,,,,
17,2022-3-17-10:11:41,../QOE/FreezeTest/FreezeType_Normal/16A.txt,0,2,2,0,1,3,16,0.008634,0.012864,0.061459,0.028222,0.00703,0.010948,0.001677,0.003076,1,16,Normal,,,,,,,,,,,,
18,2022-3-17-13:7:33,../QOE/FreezeTest/FreezeType_Reprojection/08B.txt,0,1,1,0,5,5,8,0.046662,0,0.050476,0.091666,0.021275,0.021275,0.003075,0.003075,1,1,Reprojection,,,,,,,,,,,,
18,2022-3-17-13:8:6,../QOE/FreezeTest/FreezeType_Normal/32B.txt,0,3,3,0,4,5,32,0.044382,0.044294,0.056447,0.03438,0.037256,0.042134,0.001537,0.002177,1,2,Normal,,,,,,,,,,,,
18,2022-3-17-13:8:38,../QOE/FreezeTest/FreezeType_Normal/04B.txt,0,3,3,0,5,5,4,0.031293,0.033497,0.03797,0.039921,0.042118,0.031343,0.003446,0.002948,1,3,Normal,,,,,,,,,,,,
18,2022-3-17-13:9:45,../QOE/FreezeTest/FreezeType_Reprojection/64A.txt,0,1,1,0,4,5,64,0.05323,0,0.070179,0.095655,0.016234,0.016234,0.002604,0.002604,1,4,Reprojection,,,,,,,,,,,,
18,2022-3-17-13:10:22,../QOE/FreezeTest/FreezeType_Normal/08B.txt,0,0,0,0,4,5,8,0.053516,0.054394,0.075623,0.059527,0.031964,0.028966,0.00416,0.003924,1,5,Normal,,,,,,,,,,,,
18,2022-3-17-13:10:45,../QOE/FreezeTest/FreezeType_Reprojection/32B.txt,0,2,2,0,5,5,32,0.030147,0,0.031682,0.097677,0.011807,0.011807,0.001173,0.001173,1,6,Reprojection,,,,,,,,,,,,
18,2022-3-17-13:11:9,../QOE/FreezeTest/FreezeType_Normal/01B.txt,0,0,0,0,5,5,1,0.05044,0.051469,0.077274,0.05292,0.035737,0.035791,0.004051,0.004047,1,7,Normal,,,,,,,,,,,,
18,2022-3-17-13:11:33,../QOE/FreezeTest/FreezeType_Normal/02B.txt,0,1,1,0,5,5,2,0.043747,0.044234,0.050634,0.046796,0.043037,0.045632,0.003163,0.003316,1,8,Normal,,,,,,,,,,,,
18,2022-3-17-13:11:55,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,1,9,Reprojection,,,,,,,,,,,,
18,2022-3-17-13:12:17,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,2,2,0,5,5,0,0,0,0,0,0,0,0,0,1,10,Normal,,,,,,,,,,,,
18,2022-3-17-13:12:38,../QOE/FreezeTest/FreezeType_Normal/16A.txt,0,1,1,0,4,5,16,0.032139,0.031715,0.032831,0.038301,0.027383,0.029746,0.00389,0.003367,1,11,Normal,,,,,,,,,,,,
18,2022-3-17-13:12:59,../QOE/FreezeTest/FreezeType_Normal/64B.txt,0,0,0,0,3,5,64,0.054099,0.05569,0.066038,0.034926,0.038952,0.013755,0.004815,0.002484,1,12,Normal,,,,,,,,,,,,
18,2022-3-17-13:13:23,../QOE/FreezeTest/FreezeType_Reprojection/02B.txt,0,1,0,1,5,5,2,0.055039,0,0.056494,0.070986,0.035042,0.035042,0.003631,0.003631,1,13,Reprojection,,,,,,,,,,,,
18,2022-3-17-13:13:45,../QOE/FreezeTest/FreezeType_Reprojection/16B.txt,0,1,1,0,4,5,16,0.032657,0,0.030788,0.028446,0.017024,0.017024,0.002156,0.002156,1,14,Reprojection,,,,,,,,,,,,
18,2022-3-17-13:14:6,../QOE/FreezeTest/FreezeType_Reprojection/01A.txt,0,1,1,0,5,5,1,0.056437,0,0.056728,0.057587,0.049599,0.049599,0.004876,0.004876,1,15,Reprojection,,,,,,,,,,,,
18,2022-3-17-13:14:27,../QOE/FreezeTest/FreezeType_Reprojection/04A.txt,0,0,0,0,5,5,4,0.034637,0,0.034779,0.051419,0.018252,0.018252,0.00174,0.00174,1,16,Reprojection,,,,,,,,,,,,
19,2022-3-17-13:21:5,../QOE/FreezeTest/FreezeType_Reprojection/01A.txt,0,0,0,0,5,5,1,0.052295,0,0.055019,0.056888,0.02847,0.02847,0.003166,0.003166,1,1,Reprojection,,,,,,,,,,,,
19,2022-3-17-13:21:30,../QOE/FreezeTest/FreezeType_Normal/01B.txt,0,0,0,0,5,5,1,0.044465,0.045126,0.055029,0.046965,0.021625,0.022639,0.002523,0.002457,1,2,Normal,,,,,,,,,,,,
19,2022-3-17-13:21:59,../QOE/FreezeTest/FreezeType_Reprojection/64B.txt,0,0,0,0,3,4,64,0.0336,0,0.034137,0.072504,0.017392,0.017392,0.004094,0.004094,1,3,Reprojection,,,,,,,,,,,,
19,2022-3-17-13:22:22,../QOE/FreezeTest/FreezeType_Reprojection/08A.txt,0,0,0,0,5,4,8,0.047207,0,0.045155,0.044271,0.030041,0.030041,0.003131,0.003131,1,4,Reprojection,,,,,,,,,,,,
19,2022-3-17-13:22:43,../QOE/FreezeTest/FreezeType_Reprojection/16B.txt,0,1,1,0,5,4,16,0.022559,0,0.023489,0.037487,0.04704,0.04704,0.003643,0.003643,1,5,Reprojection,,,,,,,,,,,,
19,2022-3-17-13:23:5,../QOE/FreezeTest/FreezeType_Normal/64B.txt,0,1,1,0,3,4,64,0.028889,0.02827,0.040651,0.020014,0.043018,0.008143,0.002807,0.001415,1,6,Normal,,,,,,,,,,,,
19,2022-3-17-13:23:29,../QOE/FreezeTest/FreezeType_Normal/16A.txt,0,1,1,0,3,4,16,0.046021,0.047153,0.045561,0.029362,0.021325,0.007484,0.002313,0.000752,1,7,Normal,,,,,,,,,,,,
19,2022-3-17-13:23:57,../QOE/FreezeTest/FreezeType_Reprojection/32B.txt,0,1,1,0,4,4,32,0.050223,0,0.051856,0.065341,0.031822,0.031822,0.005543,0.005543,1,8,Reprojection,,,,,,,,,,,,
19,2022-3-17-13:24:20,../QOE/FreezeTest/FreezeType_Normal/08A.txt,0,0,0,0,5,4,8,0.007274,0.015423,0.069204,0.057053,0.009189,0.026082,0.001374,0.003434,1,9,Normal,,,,,,,,,,,,
19,2022-3-17-13:24:42,../QOE/FreezeTest/FreezeType_Normal/32A.txt,0,3,3,0,3,3,32,0.057329,0.059745,0.088265,0.052411,0.042855,0.018501,0.002736,0.005212,1,10,Normal,,,,,,,,,,,,
19,2022-3-17-13:25:8,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,1,11,Reprojection,,,,,,,,,,,,
19,2022-3-17-13:25:28,../QOE/FreezeTest/FreezeType_Normal/04B.txt,0,1,1,0,5,4,4,0.055417,0.056468,0.059726,0.050341,0.036669,0.039781,0.004392,0.004608,1,12,Normal,,,,,,,,,,,,
19,2022-3-17-13:25:49,../QOE/FreezeTest/FreezeType_Normal/02A.txt,0,2,2,0,5,4,2,0.020103,0.020212,0.020862,0.020459,0.036218,0.036016,0.001228,0.00147,1,13,Normal,,,,,,,,,,,,
19,2022-3-17-13:26:8,../QOE/FreezeTest/FreezeType_Reprojection/04A.txt,0,1,1,0,5,4,4,0.020526,0,0.020528,0.02877,0.054544,0.054544,0.003598,0.003598,1,14,Reprojection,,,,,,,,,,,,
19,2022-3-17-13:26:29,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,15,Normal,,,,,,,,,,,,
19,2022-3-17-13:26:49,../QOE/FreezeTest/FreezeType_Reprojection/02B.txt,0,4,4,0,5,3,2,0.030423,0,0.031756,0.033916,0.045012,0.045012,0.003132,0.003132,1,16,Reprojection,,,,,,,,,,,,
20,2022-3-17-13:33:18,../QOE/FreezeTest/FreezeType_Reprojection/01A.txt,0,0,0,0,5,5,1,0.037231,0,0.035967,0.036397,0.018127,0.018127,0.001898,0.001898,1,1,Reprojection,,,,,,,,,,,,
20,2022-3-17-13:33:49,../QOE/FreezeTest/FreezeType_Normal/02B.txt,0,0,0,0,5,5,2,0.038728,0.037812,0.046137,0.038199,0.025536,0.021695,0.003122,0.003242,1,2,Normal,,,,,,,,,,,,
20,2022-3-17-13:34:15,../QOE/FreezeTest/FreezeType_Normal/16A.txt,0,0,0,0,3,5,16,0.011441,0.010224,0.023164,0.020139,0.00441,0.007351,0.00468,0.002611,1,3,Normal,,,,,,,,,,,,
20,2022-3-17-13:34:47,../QOE/FreezeTest/FreezeType_Normal/32B.txt,0,2,2,0,2,4,32,0.03212,0.032312,0.074426,0.04892,0.013413,0.017355,0.004445,0.003415,1,4,Normal,,,,,,,,,,,,
20,2022-3-17-13:35:15,../QOE/FreezeTest/FreezeType_Normal/64A.txt,0,0,0,0,1,4,64,0.047373,0.046812,0.074939,0.03105,0.031688,0.007094,0.002533,0.004993,1,5,Normal,,,,,,,,,,,,
20,2022-3-17-13:35:46,../QOE/FreezeTest/FreezeType_Reprojection/02B.txt,0,2,2,0,5,4,2,0.036548,0,0.044452,0.048845,0.017922,0.017922,0.003618,0.003618,1,6,Reprojection,,,,,,,,,,,,
20,2022-3-17-13:36:10,../QOE/FreezeTest/FreezeType_Normal/04A.txt,0,2,2,0,3,4,4,0.036797,0.037928,0.066249,0.042616,0.017865,0.017793,0.00339,0.003201,1,7,Normal,,,,,,,,,,,,
20,2022-3-17-13:36:54,../QOE/FreezeTest/FreezeType_Reprojection/64B.txt,0,0,0,0,3,4,64,0.043355,0,0.042306,0.050129,0.022724,0.022724,0.00423,0.00423,1,8,Reprojection,,,,,,,,,,,,
20,2022-3-17-13:37:21,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,9,Reprojection,,,,,,,,,,,,
20,2022-3-17-13:37:46,../QOE/FreezeTest/FreezeType_Reprojection/08A.txt,0,1,1,0,4,5,8,0.0474,0,0.046572,0.068446,0.022203,0.022203,0.003112,0.003112,1,10,Reprojection,,,,,,,,,,,,
20,2022-3-17-13:38:16,../QOE/FreezeTest/FreezeType_Reprojection/16A.txt,0,0,0,0,3,4,16,0.02498,0,0.02727,0.067381,0.008742,0.008742,0.001538,0.001538,1,11,Reprojection,,,,,,,,,,,,
20,2022-3-17-13:38:38,../QOE/FreezeTest/FreezeType_Normal/01A.txt,0,1,1,0,5,5,1,0.040337,0.0414,0.042515,0.037445,0.045598,0.044171,0.004746,0.004386,1,12,Normal,,,,,,,,,,,,
20,2022-3-17-13:39:1,../QOE/FreezeTest/FreezeType_Normal/08A.txt,0,2,2,0,4,5,8,0.019198,0.016577,0.023881,0.02912,0.040567,0.016202,0.001264,0.000675,1,13,Normal,,,,,,,,,,,,
20,2022-3-17-13:39:24,../QOE/FreezeTest/FreezeType_Reprojection/32A.txt,0,2,2,0,3,4,32,0.036379,0,0.037469,0.041579,0.020391,0.020391,0.000663,0.000663,1,14,Reprojection,,,,,,,,,,,,
20,2022-3-17-13:39:49,../QOE/FreezeTest/FreezeType_Reprojection/04B.txt,0,0,0,0,4,5,4,0.043416,0,0.045006,0.053334,0.020951,0.020951,0.00262,0.00262,1,15,Reprojection,,,,,,,,,,,,
20,2022-3-17-13:40:13,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,1,16,Normal,,,,,,,,,,,,
21,2022-3-17-13:46:27,../QOE/FreezeTest/FreezeType_Normal/02A.txt,0,3,3,0,5,5,2,0.0615,0.060339,0.071342,0.05186,0.021906,0.01763,0.003517,0.002824,1,1,Normal,,,,,,,,,,,,
21,2022-3-17-13:46:54,../QOE/FreezeTest/FreezeType_Reprojection/01A.txt,0,2,2,0,5,5,1,0.041514,0,0.045829,0.046265,0.027477,0.027477,0.002614,0.002614,1,2,Reprojection,,,,,,,,,,,,
21,2022-3-17-13:47:22,../QOE/FreezeTest/FreezeType_Reprojection/64A.txt,0,1,1,0,4,5,64,0.030739,0,0.029263,0.03539,0.017196,0.017196,0.000842,0.000842,1,3,Reprojection,,,,,,,,,,,,
21,2022-3-17-13:47:45,../QOE/FreezeTest/FreezeType_Reprojection/04A.txt,0,2,2,0,5,5,4,0.038537,0,0.041104,0.054793,0.046827,0.046827,0.003517,0.003517,1,4,Reprojection,,,,,,,,,,,,
21,2022-3-17-13:48:24,../QOE/FreezeTest/FreezeType_Normal/32A.txt,0,2,2,0,3,4,32,0.046419,0.049551,0.067047,0.037107,0.029675,0.039689,0.002745,0.004458,1,5,Normal,,,,,,,,,,,,
21,2022-3-17-13:49:3,../QOE/FreezeTest/FreezeType_Normal/01B.txt,0,2,1,1,4,4,1,0.05298,0.053383,0.072434,0.050279,0.021105,0.020611,0.003598,0.003521,1,6,Normal,,,,,,,,,,,,
21,2022-3-17-13:49:25,../QOE/FreezeTest/FreezeType_Normal/04A.txt,0,0,0,0,5,5,4,0.037184,0.035774,0.075583,0.036349,0.034527,0.033576,0.010741,0.009616,1,7,Normal,,,,,,,,,,,,
21,2022-3-17-13:49:47,../QOE/FreezeTest/FreezeType_Reprojection/16B.txt,0,1,1,0,4,5,16,0.012457,0,0.007744,0.061903,0.00317,0.00317,0.000453,0.000453,1,8,Reprojection,,,,,,,,,,,,
21,2022-3-17-13:50:11,../QOE/FreezeTest/FreezeType_Normal/64A.txt,0,2,2,0,3,5,64,0.026429,0.026899,0.037261,0.038815,0.028261,0.023825,0.002299,0.001356,1,9,Normal,,,,,,,,,,,,
21,2022-3-17-13:50:36,../QOE/FreezeTest/FreezeType_Reprojection/08A.txt,0,2,2,0,4,5,8,0.04294,0,0.04239,0.053639,0.032585,0.032585,0.002564,0.002564,1,10,Reprojection,,,,,,,,,,,,
21,2022-3-17-13:51:0,../QOE/FreezeTest/FreezeType_Reprojection/02B.txt,0,1,1,0,5,5,2,0.030389,0,0.030365,0.037355,0.022757,0.022757,0.003692,0.003692,1,11,Reprojection,,,,,,,,,,,,
21,2022-3-17-13:51:31,../QOE/FreezeTest/FreezeType_Reprojection/32A.txt,0,3,2,1,2,5,32,0.043648,0,0.043586,0.069028,0.028717,0.028717,0.00402,0.00402,1,12,Reprojection,,,,,,,,,,,,
21,2022-3-17-13:51:55,../QOE/FreezeTest/FreezeType_Normal/16B.txt,0,0,0,0,1,4,16,0.027461,0.028945,0.101094,0.014871,0.016637,0.007509,0.011121,0.008294,1,13,Normal,,,,,,,,,,,,
21,2022-3-17-13:52:21,../QOE/FreezeTest/FreezeType_Normal/08B.txt,0,2,2,0,4,5,8,0.021864,0.012791,0.062042,0.028862,0.002178,0.010343,0.002719,0.001843,1,14,Normal,,,,,,,,,,,,
21,2022-3-17-13:52:43,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,1,15,Reprojection,,,,,,,,,,,,
21,2022-3-17-13:53:3,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,1,16,Normal,,,,,,,,,,,,
22,2022-3-17-13:57:56,../QOE/FreezeTest/FreezeType_Reprojection/08B.txt,0,1,1,0,5,5,8,0.027649,0,0.025875,0.031542,0.028398,0.028398,0.001831,0.001831,1,1,Reprojection,,,,,,,,,,,,
22,2022-3-17-13:58:22,../QOE/FreezeTest/FreezeType_Normal/32A.txt,0,1,1,0,4,5,32,0.05016,0.05097,0.053417,0.032113,0.032303,0.013594,0.002028,0.000415,1,2,Normal,,,,,,,,,,,,
22,2022-3-17-13:58:43,../QOE/FreezeTest/FreezeType_Reprojection/02A.txt,0,2,2,0,5,5,2,0.057575,0,0.06648,0.091708,0.053033,0.053033,0.006214,0.006214,1,3,Reprojection,,,,,,,,,,,,
22,2022-3-17-13:59:5,../QOE/FreezeTest/FreezeType_Normal/16A.txt,0,2,2,0,5,5,16,0.032732,0.031805,0.023245,0.025998,0.020859,0.025858,0.000403,0.002078,1,4,Normal,,,,,,,,,,,,
22,2022-3-17-13:59:28,../QOE/FreezeTest/FreezeType_Reprojection/64A.txt,0,1,1,0,4,4,64,0.047192,0,0.062525,0.041694,0.040082,0.040082,0.001622,0.001622,1,5,Reprojection,,,,,,,,,,,,
22,2022-3-17-13:59:51,../QOE/FreezeTest/FreezeType_Reprojection/04B.txt,0,3,3,0,5,5,4,0.062916,0,0.057505,0.078341,0.046359,0.046359,0.00616,0.00616,1,6,Reprojection,,,,,,,,,,,,
22,2022-3-17-14:0:13,../QOE/FreezeTest/FreezeType_Normal/64A.txt,0,1,1,0,2,4,64,0.060998,0.060485,0.098353,0.057518,0.026229,0.020464,0.004284,0.004449,1,7,Normal,,,,,,,,,,,,
22,2022-3-17-14:0:34,../QOE/FreezeTest/FreezeType_Normal/02B.txt,0,2,2,0,5,5,2,0.029506,0.028746,0.02976,0.038498,0.071547,0.073307,0.006875,0.006684,1,8,Normal,,,,,,,,,,,,
22,2022-3-17-14:0:55,../QOE/FreezeTest/FreezeType_Normal/04A.txt,0,2,2,0,4,5,4,0.039418,0.040131,0.043506,0.04232,0.032814,0.030249,0.002686,0.002602,1,9,Normal,,,,,,,,,,,,
22,2022-3-17-14:1:15,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,2,2,0,5,5,0,0,0,0,0,0,0,0,0,1,10,Normal,,,,,,,,,,,,
22,2022-3-17-14:1:36,../QOE/FreezeTest/FreezeType_Reprojection/01B.txt,0,2,2,0,5,5,1,0.022714,0,0.023958,0.024372,0.026917,0.026917,0.001818,0.001818,1,11,Reprojection,,,,,,,,,,,,
22,2022-3-17-14:1:57,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,1,12,Reprojection,,,,,,,,,,,,
22,2022-3-17-14:2:16,../QOE/FreezeTest/FreezeType_Reprojection/32B.txt,0,2,2,0,4,5,32,0.017455,0,0.01781,0.024176,0.044208,0.044208,0.001717,0.001717,1,13,Reprojection,,,,,,,,,,,,
22,2022-3-17-14:2:39,../QOE/FreezeTest/FreezeType_Reprojection/16B.txt,0,2,2,0,4,5,16,0.031641,0,0.031766,0.035131,0.035895,0.035895,0.002856,0.002856,1,14,Reprojection,,,,,,,,,,,,
22,2022-3-17-14:2:59,../QOE/FreezeTest/FreezeType_Normal/08A.txt,0,1,1,0,5,5,8,0.021265,0.021777,0.02538,0.026719,0.034505,0.029319,0.003046,0.002584,1,15,Normal,,,,,,,,,,,,
22,2022-3-17-14:3:19,../QOE/FreezeTest/FreezeType_Normal/01A.txt,0,4,4,0,5,5,1,0.032837,0.032835,0.036034,0.034257,0.031787,0.030583,0.002403,0.002485,1,16,Normal,,,,,,,,,,,,
23,2022-3-17-14:8:40,../QOE/FreezeTest/FreezeType_Reprojection/08B.txt,0,2,2,0,4,4,8,0.017838,0,0.018348,0.054193,0.007115,0.007115,0.000687,0.000687,1,1,Reprojection,,,,,,,,,,,,
23,2022-3-17-14:9:10,../QOE/FreezeTest/FreezeType_Reprojection/16A.txt,0,1,1,0,4,4,16,0.028619,0,0.035606,0.083347,0.011377,0.011377,0.003091,0.003091,1,2,Reprojection,,,,,,,,,,,,
23,2022-3-17-14:9:35,../QOE/FreezeTest/FreezeType_Reprojection/04B.txt,0,1,1,0,3,3,4,0.049418,0,0.050634,0.073098,0.020729,0.020729,0.00379,0.00379,1,3,Reprojection,,,,,,,,,,,,
23,2022-3-17-14:9:59,../QOE/FreezeTest/FreezeType_Normal/02B.txt,0,0,0,0,3,3,2,0.071098,0.069642,0.081305,0.06064,0.022161,0.019146,0.004197,0.003987,1,4,Normal,,,,,,,,,,,,
23,2022-3-17-14:10:23,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,2,2,0,4,3,0,0,0,0,0,0,0,0,0,1,5,Reprojection,,,,,,,,,,,,
23,2022-3-17-14:11:0,../QOE/FreezeTest/FreezeType_Normal/16A.txt,0,2,1,1,3,3,16,0.007358,0.012282,0.050099,0.017543,0.004458,0.0082,0.000851,0.001211,1,6,Normal,,,,,,,,,,,,
23,2022-3-17-14:11:21,../QOE/FreezeTest/FreezeType_Reprojection/02A.txt,0,0,0,0,3,3,2,0.029704,0,0.029663,0.02632,0.030162,0.030162,0.002467,0.002467,1,7,Reprojection,,,,,,,,,,,,
23,2022-3-17-14:11:46,../QOE/FreezeTest/FreezeType_Normal/08A.txt,0,0,0,0,3,3,8,0.032117,0.030403,0.02302,0.01995,0.020391,0.024072,0.002214,0.001073,1,8,Normal,,,,,,,,,,,,
23,2022-3-17-14:12:7,../QOE/FreezeTest/FreezeType_Reprojection/32A.txt,0,2,2,0,3,3,32,0.007789,0,0.017208,0.028536,0.009261,0.009261,0.002737,0.002737,1,9,Reprojection,,,,,,,,,,,,
