User,Time,File,TrackErr,Correct,Answer,ScoreErr,Annoy,Difficulty,FreezeLen,MSE_0,MSE_1,MSE_2,MSE_3,Rot_0,Rot_1,Trans_0,Trans_1,Task,Index,Type,,,,,,,,,,464,,
8,2022-3-4-9:10:4,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,8,Reprojection,,,,,,,,,,,,
8,2022-3-4-9:10:25,../QOE/FreezeTest/FreezeType_Reprojection/32A.txt,0,1,1,0,4,3,32,0.042325,0,0.04029,0.098269,0.013927,0.013927,0.002048,0.002048,1,9,Reprojection,,,,,,,,,,,,
8,2022-3-4-9:10:49,../QOE/FreezeTest/FreezeType_Normal/08A.txt,0,2,2,0,5,3,8,0.049181,0.048797,0.055049,0.052687,0.026377,0.026962,0.000994,0.0011,1,10,Normal,,,,,,,,,,,,
8,2022-3-4-9:11:11,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,2,2,0,5,4,0,0,0,0,0,0,0,0,0,1,11,Normal,,,,,,,,,,,,
8,2022-3-4-9:11:37,../QOE/FreezeTest/FreezeType_Reprojection/64B.txt,0,1,1,0,3,3,64,0.040082,0,0.040223,0.086542,0.013038,0.013038,0.001964,0.001964,1,12,Reprojection,,,,,,,,,,,,
8,2022-3-4-9:11:58,../QOE/FreezeTest/FreezeType_Normal/64B.txt,0,2,2,0,2,2,64,0.016821,0.015255,0.105809,0.021609,0.005522,0.006184,0.000845,0.001587,1,13,Normal,,,,,,,,,,,,
8,2022-3-4-9:12:18,../QOE/FreezeTest/FreezeType_Reprojection/08B.txt,0,1,1,0,5,3,8,0.026192,0,0.030483,0.089943,0.012691,0.012691,0.001641,0.001641,1,14,Reprojection,,,,,,,,,,,,
8,2022-3-4-9:12:42,../QOE/FreezeTest/FreezeType_Reprojection/02A.txt,0,2,2,0,5,3,2,0.038153,0,0.035888,0.058855,0.012196,0.012196,0.002557,0.002557,1,15,Reprojection,,,,,,,,,,,,
8,2022-3-4-9:13:32,../QOE/FreezeTest/FreezeType_Reprojection/01B.txt,0,0,0,0,5,3,1,0.002206,0,0.001565,0.00078,0.000832,0.000832,0.000261,0.000261,1,16,Reprojection,,,,,,,,,,,,
9,2022-3-4-9:39:39,../QOE/FreezeTest/FreezeType_Reprojection/01A.txt,0,1,1,0,4,5,1,0.004763,0,0.004267,0.003814,0.001969,0.001969,0.000415,0.000415,1,1,Reprojection,,,,,,,,,,,,
9,2022-3-4-9:40:6,../QOE/FreezeTest/FreezeType_Normal/02B.txt,0,0,0,0,5,5,2,0.024708,0.020627,0.047974,0.017622,0.005665,0.005634,0.000383,0.000213,1,2,Normal,,,,,,,,,,,,
9,2022-3-4-9:40:34,../QOE/FreezeTest/FreezeType_Reprojection/08A.txt,0,1,1,0,4,5,8,0.020482,0,0.026092,0.102359,0.009794,0.009794,0.000636,0.000636,1,3,Reprojection,,,,,,,,,,,,
9,2022-3-4-9:40:58,../QOE/FreezeTest/FreezeType_Reprojection/64A.txt,0,1,1,0,4,4,64,0.005871,0,0.010492,0.035016,0.004221,0.004221,0.000496,0.000496,1,4,Reprojection,,,,,,,,,,,,
9,2022-3-4-9:41:33,../QOE/FreezeTest/FreezeType_Normal/04B.txt,0,2,2,0,5,3,4,0.058335,0.058901,0.06335,0.057924,0.024889,0.027553,0.003461,0.00298,1,5,Normal,,,,,,,,,,,,
9,2022-3-4-9:41:55,../QOE/FreezeTest/FreezeType_Normal/08A.txt,0,2,2,0,5,4,8,0.01646,0.021595,0.117051,0.063692,0.011131,0.02436,0.001922,0.003277,1,6,Normal,,,,,,,,,,,,
9,2022-3-4-9:42:22,../QOE/FreezeTest/FreezeType_Normal/64B.txt,0,0,0,0,3,4,64,0.029871,0.031683,0.022195,0.019124,0.025731,0.012331,0.001258,0.00217,1,7,Normal,,,,,,,,,,,,
9,2022-3-4-9:42:46,../QOE/FreezeTest/FreezeType_Normal/01B.txt,0,0,0,0,5,4,1,0.027891,0.026784,0.029307,0.026839,0.014705,0.014655,0.003225,0.003727,1,8,Normal,,,,,,,,,,,,
9,2022-3-4-9:43:9,../QOE/FreezeTest/FreezeType_Reprojection/04B.txt,0,3,3,0,4,4,4,0.042029,0,0.042827,0.050353,0.013522,0.013522,0.002255,0.002255,1,9,Reprojection,,,,,,,,,,,,
9,2022-3-4-9:43:30,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,1,10,Normal,,,,,,,,,,,,
9,2022-3-4-9:43:52,../QOE/FreezeTest/FreezeType_Reprojection/32B.txt,0,3,2,1,3,4,32,0.051967,0,0.0584,0.120033,0.021101,0.021101,0.003384,0.003384,1,11,Reprojection,,,,,,,,,,,,
9,2022-3-4-9:44:13,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,3,3,0,5,4,0,0,0,0,0,0,0,0,0,1,12,Reprojection,,,,,,,,,,,,
9,2022-3-4-9:44:34,../QOE/FreezeTest/FreezeType_Normal/32A.txt,0,0,0,0,3,3,32,0.042624,0.044661,0.108783,0.048976,0.019943,0.021133,0.002385,0.005247,1,13,Normal,,,,,,,,,,,,
9,2022-3-4-9:44:55,../QOE/FreezeTest/FreezeType_Reprojection/02B.txt,0,0,0,0,5,4,2,0.018733,0,0.021364,0.036318,0.004599,0.004599,0.001445,0.001445,1,14,Reprojection,,,,,,,,,,,,
9,2022-3-4-9:45:20,../QOE/FreezeTest/FreezeType_Normal/16A.txt,0,0,0,0,4,4,16,0.049983,0.051943,0.091078,0.027683,0.025265,0.014542,0.00428,0.002491,1,15,Normal,,,,,,,,,,,,
9,2022-3-4-9:45:41,../QOE/FreezeTest/FreezeType_Reprojection/16B.txt,0,4,4,0,5,3,16,0.037164,0,0.038225,0.130893,0.009291,0.009291,0.004084,0.004084,1,16,Reprojection,,,,,,,,,,,,
10,2022-3-4-10:4:31,../QOE/FreezeTest/FreezeType_Reprojection/16A.txt,0,0,0,0,5,5,16,0.056349,0,0.052508,0.042996,0.031233,0.031233,0.002073,0.002073,1,1,Reprojection,,,,,,,,,,,,
10,2022-3-4-10:4:59,../QOE/FreezeTest/FreezeType_Reprojection/04B.txt,0,1,1,0,5,5,4,0.005016,0,0.009153,0.054046,0.00269,0.00269,0.000759,0.000759,1,2,Reprojection,,,,,,,,,,,,
10,2022-3-4-10:5:30,../QOE/FreezeTest/FreezeType_Normal/64A.txt,0,1,1,0,4,5,64,0.031442,0.033871,0.064266,0.032663,0.035187,0.009317,0.00496,0.00283,1,3,Normal,,,,,,,,,,,,
10,2022-3-4-10:6:3,../QOE/FreezeTest/FreezeType_Reprojection/32B.txt,0,0,0,0,4,4,32,0.041839,0,0.039957,0.064612,0.01128,0.01128,0.001247,0.001247,1,4,Reprojection,,,,,,,,,,,,
10,2022-3-4-10:6:33,../QOE/FreezeTest/FreezeType_Reprojection/02A.txt,0,1,1,0,5,4,2,0.0684,0,0.066597,0.053878,0.083448,0.083448,0.007416,0.007416,1,5,Reprojection,,,,,,,,,,,,
10,2022-3-4-10:7:2,../QOE/FreezeTest/FreezeType_Normal/01A.txt,0,2,2,0,5,3,1,0.036411,0.038283,0.057987,0.038442,0.012487,0.012481,0.002214,0.002112,1,6,Normal,,,,,,,,,,,,
10,2022-3-4-10:7:28,../QOE/FreezeTest/FreezeType_Normal/16B.txt,0,2,2,0,4,3,16,0.019716,0.017252,0.027148,0.026235,0.006618,0.01398,0.002267,0.001395,1,7,Normal,,,,,,,,,,,,
10,2022-3-4-10:7:53,../QOE/FreezeTest/FreezeType_Normal/08A.txt,0,0,0,0,4,4,8,0.043976,0.04661,0.064166,0.05655,0.047817,0.033517,0.003266,0.003457,1,8,Normal,,,,,,,,,,,,
10,2022-3-4-10:8:25,../QOE/FreezeTest/FreezeType_Reprojection/08B.txt,0,2,2,0,5,3,8,0.055309,0,0.055706,0.073162,0.033976,0.033976,0.003238,0.003238,1,9,Reprojection,,,,,,,,,,,,
10,2022-3-4-10:8:56,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,4,3,1,5,2,0,0,0,0,0,0,0,0,0,1,10,Normal,,,,,,,,,,,,
10,2022-3-4-10:9:24,../QOE/FreezeTest/FreezeType_Normal/02B.txt,0,2,2,0,5,4,2,0.038895,0.039564,0.074495,0.03306,0.011168,0.008671,0.001422,0.001729,1,11,Normal,,,,,,,,,,,,
10,2022-3-4-10:9:48,../QOE/FreezeTest/FreezeType_Normal/32B.txt,0,1,1,0,4,4,32,0.017361,0.014811,0.051975,0.013346,0.003802,0.005637,0.001712,0.001483,1,12,Normal,,,,,,,,,,,,
10,2022-3-4-10:10:15,../QOE/FreezeTest/FreezeType_Normal/04A.txt,0,0,0,0,5,4,4,0.048669,0.049102,0.047645,0.043993,0.023028,0.025906,0.00405,0.003771,1,13,Normal,,,,,,,,,,,,
10,2022-3-4-10:10:47,../QOE/FreezeTest/FreezeType_Reprojection/64B.txt,0,1,1,0,3,4,64,0.017021,0,0.017368,0.03796,0.032541,0.032541,0.002389,0.002389,1,14,Reprojection,,,,,,,,,,,,
10,2022-3-4-10:11:11,../QOE/FreezeTest/FreezeType_Reprojection/01A.txt,0,1,1,0,5,4,1,0.035651,0,0.036697,0.03867,0.051226,0.051226,0.006687,0.006687,1,15,Reprojection,,,,,,,,,,,,
10,2022-3-4-10:11:34,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,2,2,0,5,4,0,0,0,0,0,0,0,0,0,1,16,Reprojection,,,,,,,,,,,,
11,2022-3-4-15:56:7,../QOE/FreezeTest/FreezeType_Reprojection/08B.txt,0,1,1,0,4,5,8,0.031419,0,0.03027,0.024753,0.014764,0.014764,0.001275,0.001275,1,1,Reprojection,,,,,,,,,,,,
11,2022-3-4-15:56:42,../QOE/FreezeTest/FreezeType_Normal/01A.txt,0,1,1,0,5,4,1,0.043428,0.042165,0.02661,0.039082,0.018253,0.017642,0.001,0.001044,1,2,Normal,,,,,,,,,,,,
11,2022-3-4-15:57:11,../QOE/FreezeTest/FreezeType_Reprojection/32B.txt,0,1,1,0,3,4,32,0.05985,0,0.060865,0.077135,0.024449,0.024449,0.002874,0.002874,1,3,Reprojection,,,,,,,,,,,,
11,2022-3-4-15:57:41,../QOE/FreezeTest/FreezeType_Normal/64A.txt,0,0,0,0,1,3,64,0.039171,0.040372,0.060101,0.014039,0.016337,0.00396,0.002262,0.000958,1,4,Normal,,,,,,,,,,,,
11,2022-3-4-15:58:22,../QOE/FreezeTest/FreezeType_Normal/32B.txt,0,1,1,0,3,4,32,0.021738,0.020914,0.022525,0.006776,0.008847,0.003094,0.000666,0.00054,1,5,Normal,,,,,,,,,,,,
11,2022-3-4-15:58:48,../QOE/FreezeTest/FreezeType_Reprojection/04A.txt,0,2,2,0,5,5,4,0.026764,0,0.030849,0.072037,0.011033,0.011033,0.001161,0.001161,1,6,Reprojection,,,,,,,,,,,,
11,2022-3-4-15:59:32,../QOE/FreezeTest/FreezeType_Reprojection/16B.txt,0,1,1,0,3,4,16,0.004838,0,0.008814,0.050149,0.002668,0.002668,0.0013,0.0013,1,7,Reprojection,,,,,,,,,,,,
11,2022-3-4-15:59:57,../QOE/FreezeTest/FreezeType_Normal/02B.txt,0,3,3,0,5,5,2,0.050126,0.052353,0.068362,0.05567,0.020324,0.021137,0.002596,0.002637,1,8,Normal,,,,,,,,,,,,
11,2022-3-4-16:0:34,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,1,3,-2,4,4,0,0,0,0,0,0,0,0,0,1,9,Reprojection,,,,,,,,,,,,
11,2022-3-4-16:1:2,../QOE/FreezeTest/FreezeType_Reprojection/64B.txt,0,2,2,0,2,3,64,0.048842,0,0.04749,0.078486,0.018325,0.018325,0.002101,0.002101,1,10,Reprojection,,,,,,,,,,,,
11,2022-3-4-16:1:30,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,2,2,0,5,5,0,0,0,0,0,0,0,0,0,1,11,Normal,,,,,,,,,,,,
11,2022-3-4-16:1:59,../QOE/FreezeTest/FreezeType_Reprojection/01B.txt,0,1,1,0,5,4,1,0.038592,0,0.034609,0.034889,0.00949,0.00949,0.001243,0.001243,1,12,Reprojection,,,,,,,,,,,,
11,2022-3-4-16:2:26,../QOE/FreezeTest/FreezeType_Normal/04A.txt,0,1,1,0,2,4,4,0.036228,0.035861,0.078898,0.03437,0.012805,0.01298,0.002323,0.002293,1,13,Normal,,,,,,,,,,,,
11,2022-3-4-16:3:1,../QOE/FreezeTest/FreezeType_Reprojection/02A.txt,0,1,1,0,3,3,2,0.025422,0,0.023306,0.040485,0.008945,0.008945,0.001544,0.001544,1,14,Reprojection,,,,,,,,,,,,
11,2022-3-4-16:3:28,../QOE/FreezeTest/FreezeType_Normal/16A.txt,0,1,1,0,3,4,16,0.033915,0.033741,0.080388,0.009293,0.012539,0.004023,0.002004,0.000836,1,15,Normal,,,,,,,,,,,,
11,2022-3-4-16:3:54,../QOE/FreezeTest/FreezeType_Normal/08A.txt,0,0,0,0,1,3,8,0.043249,0.043461,0.102583,0.049935,0.016924,0.019363,0.003021,0.003257,1,16,Normal,,,,,,,,,,,,
12,2022-3-4-16:15:21,../QOE/FreezeTest/FreezeType_Reprojection/16A.txt,0,0,0,0,5,5,16,0.037259,0,0.055624,0.061728,0.006695,0.006695,0.001693,0.001693,1,1,Reprojection,,,,,,,,,,,,
12,2022-3-4-16:15:41,../QOE/FreezeTest/FreezeType_Normal/64B.txt,0,0,0,0,2,4,64,0.027799,0.027562,0.030729,0.033055,0.030465,0.017029,0.001056,0.001081,1,2,Normal,,,,,,,,,,,,
12,2022-3-4-16:16:1,../QOE/FreezeTest/FreezeType_Normal/32A.txt,0,0,0,0,2,5,32,0.052477,0.048921,0.038791,0.030573,0.021425,0.013863,0.002804,0.000435,1,3,Normal,,,,,,,,,,,,
12,2022-3-4-16:16:20,../QOE/FreezeTest/FreezeType_Reprojection/04A.txt,0,3,3,0,5,5,4,0.055802,0,0.052339,0.099434,0.01933,0.01933,0.001718,0.001718,1,4,Reprojection,,,,,,,,,,,,
12,2022-3-4-16:16:38,../QOE/FreezeTest/FreezeType_Normal/01A.txt,0,0,0,0,5,4,1,0.030462,0.029734,0.049967,0.024721,0.010649,0.010249,0.001541,0.001206,1,5,Normal,,,,,,,,,,,,
12,2022-3-4-16:16:57,../QOE/FreezeTest/FreezeType_Normal/04B.txt,0,1,1,0,5,5,4,0.045228,0.043803,0.038078,0.039771,0.02062,0.02346,0.001608,0.001893,1,6,Normal,,,,,,,,,,,,
12,2022-3-4-16:17:15,../QOE/FreezeTest/FreezeType_Reprojection/64A.txt,0,1,1,0,2,5,64,0.033512,0,0.033866,0.049456,0.018257,0.018257,0.004288,0.004288,1,7,Reprojection,,,,,,,,,,,,
12,2022-3-4-16:17:34,../QOE/FreezeTest/FreezeType_Reprojection/32B.txt,0,1,1,0,2,4,32,0.028729,0,0.029337,0.063738,0.021313,0.021313,0.003223,0.003223,1,8,Reprojection,,,,,,,,,,,,
12,2022-3-4-16:17:54,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,1,9,Normal,,,,,,,,,,,,
12,2022-3-4-16:18:16,../QOE/FreezeTest/FreezeType_Normal/02B.txt,0,3,3,0,5,5,2,0.063122,0.063574,0.088875,0.061613,0.025036,0.02589,0.002959,0.002762,1,10,Normal,,,,,,,,,,,,
12,2022-3-4-16:18:34,../QOE/FreezeTest/FreezeType_Reprojection/08A.txt,0,1,1,0,5,5,8,0.033669,0,0.029143,0.03728,0.010709,0.010709,0.0015,0.0015,1,11,Reprojection,,,,,,,,,,,,
12,2022-3-4-16:18:52,../QOE/FreezeTest/FreezeType_Reprojection/02A.txt,0,1,1,0,5,5,2,0.026704,0,0.027111,0.016067,0.015509,0.015509,0.001195,0.001195,1,12,Reprojection,,,,,,,,,,,,
12,2022-3-4-16:19:12,../QOE/FreezeTest/FreezeType_Normal/16B.txt,0,1,1,0,3,4,16,0.030372,0.030985,0.024028,0.028384,0.015645,0.013067,0.000848,0.00092,1,13,Normal,,,,,,,,,,,,
12,2022-3-4-16:19:31,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,1,1,0,4,5,0,0,0,0,0,0,0,0,0,1,14,Reprojection,,,,,,,,,,,,
12,2022-3-4-16:19:51,../QOE/FreezeTest/FreezeType_Normal/08A.txt,0,0,0,0,4,5,8,0.066517,0.067274,0.10665,0.066531,0.027334,0.027408,0.004932,0.005033,1,15,Normal,,,,,,,,,,,,
12,2022-3-4-16:20:10,../QOE/FreezeTest/FreezeType_Reprojection/01B.txt,0,1,1,0,5,5,1,0.007316,0,0.003088,0.008124,0.001446,0.001446,0.00066,0.00066,1,16,Reprojection,,,,,,,,,,,,
13,2022-3-8-15:28:25,../QOE/FreezeTest/FreezeType_Reprojection/08B.txt,0,1,1,0,5,4,8,0.015245,0,0.022249,0.091645,0.007284,0.007284,0.00034,0.00034,1,1,Reprojection,,,,,,,,,,,,
13,2022-3-8-15:28:51,../QOE/FreezeTest/FreezeType_Reprojection/16A.txt,0,0,0,0,5,4,16,0.060532,0,0.060245,0.073461,0.050797,0.050797,0.005285,0.005285,1,2,Reprojection,,,,,,,,,,,,
13,2022-3-8-15:29:14,../QOE/FreezeTest/FreezeType_Normal/02A.txt,0,0,0,0,5,4,2,0.039937,0.039186,0.057363,0.039724,0.016474,0.017163,0.002311,0.002725,1,3,Normal,,,,,,,,,,,,
13,2022-3-8-15:29:36,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,2,2,0,5,4,0,0,0,0,0,0,0,0,0,1,4,Reprojection,,,,,,,,,,,,
13,2022-3-8-15:30:3,../QOE/FreezeTest/FreezeType_Normal/64B.txt,0,1,1,0,2,3,64,0.023062,0.022021,0.043401,0.030656,0.02588,0.013719,0.004322,0.001671,1,5,Normal,,,,,,,,,,,,
13,2022-3-8-15:30:25,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,2,2,0,5,3,0,0,0,0,0,0,0,0,0,1,6,Normal,,,,,,,,,,,,
13,2022-3-8-15:30:49,../QOE/FreezeTest/FreezeType_Reprojection/64A.txt,0,1,1,0,2,3,64,0.062034,0,0.072275,0.084968,0.102313,0.102313,0.011218,0.011218,1,7,Reprojection,,,,,,,,,,,,
13,2022-3-8-15:31:13,../QOE/FreezeTest/FreezeType_Normal/32B.txt,0,1,1,0,3,3,32,0.029583,0.030621,0.095154,0.05932,0.007636,0.039555,0.002222,0.007271,1,8,Normal,,,,,,,,,,,,
13,2022-3-8-15:31:39,../QOE/FreezeTest/FreezeType_Reprojection/04A.txt,0,4,4,0,5,2,4,0.040575,0,0.046371,0.045242,0.102667,0.102667,0.008652,0.008652,1,9,Reprojection,,,,,,,,,,,,
13,2022-3-8-15:32:1,../QOE/FreezeTest/FreezeType_Reprojection/01B.txt,0,2,2,0,5,3,1,0.013575,0,0.014545,0.015749,0.037871,0.037871,0.004321,0.004321,1,10,Reprojection,,,,,,,,,,,,
13,2022-3-8-15:32:24,../QOE/FreezeTest/FreezeType_Normal/16A.txt,0,1,1,0,3,3,16,0.053035,0.055814,0.046255,0.023894,0.099917,0.064825,0.008166,0.005221,1,11,Normal,,,,,,,,,,,,
13,2022-3-8-15:32:45,../QOE/FreezeTest/FreezeType_Reprojection/02A.txt,0,2,2,0,5,4,2,0.060033,0,0.07206,0.095404,0.046347,0.046347,0.003954,0.003954,1,12,Reprojection,,,,,,,,,,,,
13,2022-3-8-15:33:7,../QOE/FreezeTest/FreezeType_Normal/04B.txt,0,1,1,0,5,3,4,0.038929,0.0454,0.122682,0.069701,0.017906,0.022328,0.011071,0.013888,1,13,Normal,,,,,,,,,,,,
13,2022-3-8-15:33:32,../QOE/FreezeTest/FreezeType_Normal/01A.txt,0,2,2,0,5,3,1,0.056258,0.056373,0.074064,0.056921,0.031741,0.034292,0.00239,0.00245,1,14,Normal,,,,,,,,,,,,
13,2022-3-8-15:33:53,../QOE/FreezeTest/FreezeType_Normal/08A.txt,0,1,1,0,5,3,8,0.039867,0.038091,0.05215,0.028523,0.036266,0.016619,0.002462,0.000587,1,15,Normal,,,,,,,,,,,,
13,2022-3-8-15:34:15,../QOE/FreezeTest/FreezeType_Reprojection/32B.txt,0,0,0,0,5,3,32,0.022577,0,0.026605,0.032706,0.038869,0.038869,0.00292,0.00292,1,16,Reprojection,,,,,,,,,,,,
14,2022-3-8-15:41:27,../QOE/FreezeTest/FreezeType_Normal/02A.txt,0,1,1,0,4,4,2,0.003983,0.005207,0.019224,0.004327,0.002455,0.002209,0.000348,0.000316,1,1,Normal,,,,,,,,,,,,
14,2022-3-8-15:41:57,../QOE/FreezeTest/FreezeType_Reprojection/01A.txt,0,2,2,0,5,5,1,0.065704,0,0.062587,0.060592,0.052828,0.052828,0.008113,0.008113,1,2,Reprojection,,,,,,,,,,,,
14,2022-3-8-15:42:21,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,2,2,0,5,5,0,0,0,0,0,0,0,0,0,1,3,Normal,,,,,,,,,,,,
14,2022-3-8-15:43:1,../QOE/FreezeTest/FreezeType_Reprojection/02A.txt,0,2,2,0,5,5,2,0.07268,0,0.064562,0.09192,0.05252,0.05252,0.007617,0.007617,1,4,Reprojection,,,,,,,,,,,,
14,2022-3-8-15:43:24,../QOE/FreezeTest/FreezeType_Normal/04B.txt,0,4,4,0,4,3,4,0.062279,0.0604,0.064692,0.052141,0.04274,0.03069,0.00495,0.003858,1,5,Normal,,,,,,,,,,,,
14,2022-3-8-15:43:47,../QOE/FreezeTest/FreezeType_Normal/01A.txt,0,2,2,0,5,5,1,0.078632,0.076468,0.086792,0.069449,0.063158,0.06071,0.008388,0.008624,1,6,Normal,,,,,,,,,,,,
14,2022-3-8-15:44:23,../QOE/FreezeTest/FreezeType_Reprojection/64A.txt,0,2,2,0,2,4,64,0.02642,0,0.027876,0.038023,0.042384,0.042384,0.003191,0.003191,1,7,Reprojection,,,,,,,,,,,,
14,2022-3-8-15:44:49,../QOE/FreezeTest/FreezeType_Reprojection/08A.txt,0,1,1,0,5,5,8,0.057139,0,0.055762,0.107055,0.036111,0.036111,0.007387,0.007387,1,8,Reprojection,,,,,,,,,,,,
14,2022-3-8-15:45:12,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,9,Reprojection,,,,,,,,,,,,
14,2022-3-8-15:45:36,../QOE/FreezeTest/FreezeType_Normal/32A.txt,0,3,3,0,2,4,32,0.02888,0.026904,0.078223,0.023236,0.00856,0.070158,0.001714,0.004935,1,10,Normal,,,,,,,,,,,,
14,2022-3-8-15:45:58,../QOE/FreezeTest/FreezeType_Normal/64A.txt,0,0,0,0,1,3,64,0.056212,0.056671,0.088987,0.053462,0.043402,0.018519,0.00563,0.003275,1,11,Normal,,,,,,,,,,,,
14,2022-3-8-15:46:20,../QOE/FreezeTest/FreezeType_Normal/08A.txt,0,3,3,0,3,4,8,0.057823,0.058671,0.118376,0.040463,0.023218,0.016147,0.005597,0.003905,1,12,Normal,,,,,,,,,,,,
14,2022-3-8-15:46:42,../QOE/FreezeTest/FreezeType_Reprojection/32A.txt,0,2,2,0,3,4,32,0.044281,0,0.04927,0.09259,0.043625,0.043625,0.006885,0.006885,1,13,Reprojection,,,,,,,,,,,,
14,2022-3-8-15:47:3,../QOE/FreezeTest/FreezeType_Reprojection/04B.txt,0,2,2,0,5,4,4,0.039358,0,0.044788,0.047762,0.026089,0.026089,0.003396,0.003396,1,14,Reprojection,,,,,,,,,,,,
14,2022-3-8-15:47:24,../QOE/FreezeTest/FreezeType_Normal/16B.txt,0,1,1,0,3,5,16,0.04153,0.047161,0.068361,0.064749,0.020445,0.059595,0.003727,0.008135,1,15,Normal,,,,,,,,,,,,
14,2022-3-8-15:47:45,../QOE/FreezeTest/FreezeType_Reprojection/16A.txt,0,2,2,0,4,4,16,0.102078,0,0.102389,0.14214,0.034623,0.034623,0.005675,0.005675,1,16,Reprojection,,,,,,,,,,,,
15,2022-3-16-13:3:50,../QOE/FreezeTest/FreezeType_Reprojection/08B.txt,0,1,1,0,5,5,8,0.044751,0,0.049149,0.073475,0.024087,0.024087,0.001995,0.001995,1,1,Reprojection,,,,,,,,,,,,
15,2022-3-16-13:4:22,../QOE/FreezeTest/FreezeType_Reprojection/00A.txt,0,2,3,-1,5,4,0,0,0,0,0,0,0,0,0,1,2,Reprojection,,,,,,,,,,,,
15,2022-3-16-13:4:45,../QOE/FreezeTest/FreezeType_Normal/04A.txt,0,4,3,1,5,4,4,0.033067,0.03245,0.027635,0.033531,0.017812,0.017147,0.001027,0.001229,1,3,Normal,,,,,,,,,,,,
15,2022-3-16-13:5:7,../QOE/FreezeTest/FreezeType_Normal/01B.txt,0,0,0,0,5,4,1,0.043686,0.043561,0.027967,0.042807,0.02243,0.022496,0.002342,0.002251,1,4,Normal,,,,,,,,,,,,
15,2022-3-16-13:5:27,../QOE/FreezeTest/FreezeType_Normal/16B.txt,0,0,0,0,5,4,16,0.040178,0.039729,0.072672,0.056512,0.012597,0.021562,0.00267,0.001936,1,5,Normal,,,,,,,,,,,,
15,2022-3-16-13:5:49,../QOE/FreezeTest/FreezeType_Reprojection/32B.txt,0,1,1,0,4,4,32,0.034069,0,0.04128,0.062179,0.008268,0.008268,0.000989,0.000989,1,6,Reprojection,,,,,,,,,,,,
15,2022-3-16-13:6:8,../QOE/FreezeTest/FreezeType_Normal/32B.txt,0,1,1,0,3,4,32,0.05083,0.05062,0.053194,0.011342,0.023802,0.004933,0.003549,0.001011,1,7,Normal,,,,,,,,,,,,
15,2022-3-16-13:6:28,../QOE/FreezeTest/FreezeType_Normal/08A.txt,0,0,0,0,3,4,8,0.05758,0.057925,0.092186,0.04773,0.028249,0.019109,0.003389,0.002777,1,8,Normal,,,,,,,,,,,,
15,2022-3-16-13:6:48,../QOE/FreezeTest/FreezeType_Reprojection/02A.txt,0,2,2,0,5,4,2,0.050821,0,0.051478,0.055658,0.025531,0.025531,0.003194,0.003194,1,9,Reprojection,,,,,,,,,,,,
15,2022-3-16-13:7:9,../QOE/FreezeTest/FreezeType_Normal/00A.txt,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,10,Normal,,,,,,,,,,,,
15,2022-3-16-13:7:29,../QOE/FreezeTest/FreezeType_Reprojection/04A.txt,0,2,2,0,5,4,4,0.027662,0,0.025205,0.030384,0.03467,0.03467,0.00526,0.00526,1,11,Reprojection,,,,,,,,,,,,
15,2022-3-16-13:7:48,../QOE/FreezeTest/FreezeType_Normal/02B.txt,0,1,1,0,5,4,2,0.053743,0.053408,0.080081,0.052464,0.025237,0.024584,0.000187,0.000398,1,12,Normal,,,,,,,,,,,,
15,2022-3-16-13:8:7,../QOE/FreezeTest/FreezeType_Normal/64A.txt,0,0,0,0,2,4,64,0.04933,0.04806,0.061063,0.039472,0.031082,0.033717,0.004592,0.002488,1,13,Normal,,,,,,,,,,,,
15,2022-3-16-13:8:27,../QOE/FreezeTest/FreezeType_Reprojection/01B.txt,0,2,2,0,5,4,1,0.04106,0,0.041882,0.042074,0.019472,0.019472,0.000438,0.000438,1,14,Reprojection,,,,,,,,,,,,
15,2022-3-16-13:8:49,../QOE/FreezeTest/FreezeType_Reprojection/64B.txt,0,1,1,0,4,4,64,0.018437,0,0.020581,0.072971,0.007521,0.007521,0.001139,0.001139,1,15,Reprojection,,,,,,,,,,,,
15,2022-3-16-13:9:10,../QOE/FreezeTest/FreezeType_Reprojection/16B.txt,0,3,3,0,5,4,16,0.051315,0,0.051919,0.087615,0.022647,0.022647,0.004843,0.004843,1,16,Reprojection,,,,,,,,,,,,
